Title,Link,Publish_date,Description,classification
What does it mean to be a Momtrepreneur?,https://www.iangels.com/2016/03/what-does-it-mean-to-be-a-momtrepreneur/,"Thu, 10 Mar 2016 13:31:06 +0000","Imagine waking up 6 a.m., feeding and dressing yourself, your toddlers (and your husband), preparing lunch for everyone, and then speaking with investors from Asia and entrepreneurs from Israel in the car as your youngest child complains that her “powdered” chocolate milk “just doesn’t cut it” in the back seat. Entrepreneurship leaves little time for […]",fund
Crowdfunding Site iAngels Raises $14M for Israeli Startups,https://www.iangels.com/2016/03/crowdfunding-site-iangels-raises-14m-israeli-startups/,"Sun, 06 Mar 2016 08:05:52 +0000","Israel is a hotbed for tech startups, but it is also a tight knit community where a small number of local investors have access to the best deals. Enter  iAngels Crowd Ltd., an investing network founded by Mor Assia and Shelly Hod Moyal, two women who have taken their knowledge of Israel and their international […]",fund
Accelerator NFX Guild unveiled its second startup batch today: Here’s who just graduated,https://www.iangels.com/2016/03/accelerator-nfx-guild-unveiled-its-second-startup-batch-today-heres-who-just-graduated/,"Wed, 02 Mar 2016 09:32:25 +0000","The year-old Bay Area accelerator NFX Guild presented 16 companies to a crowded room of 200 investors down on Sand Hill Road today, and the room was reportedly very energized. Little wonder. NFX was founded by seasoned entrepreneurs and operators James Currier, Stan Chudnovsky and Gigi Levy Weiss. Its companies are referred to the outfit by a network of 42 scouts — some of them […]",fund
Israeli DevOps startup DBmaestro raises $3m,https://www.iangels.com/2016/02/israeli-devops-startup-dbmaestro-raises-3m/,"Sun, 28 Feb 2016 09:00:51 +0000","Israeli startup DBmaestro, which provides DevOps for database solutions, has raised $3 million in Series A funding from venture capital firms including StageOne Ventures, lool Ventures and iAngels. The financing will be used to grow DBmaestro’s global sales and marketing and enhance its status as a database automation solution. In 2015, DBmaestro tripled its subscription […]",fund
Artbit Selected as Best App by Tech Cocktail,https://www.iangels.com/2016/02/artbit-selected-as-best-app-by-tech-cocktail/,"Thu, 11 Feb 2016 11:00:43 +0000","Welcome to 2016, where technology is advanced, responses are immediate, information is readily available…and we are lazy. Now don’t get me wrong – I love lazy. I respect lazy. And I think lazy is highly underrated. Thanks to current technology I can video call, text, message, call, email, snap, tag, tweet and more, all from […]",other
TravelersBox Raises $10m Series A,https://www.iangels.com/2016/01/travelersbox-raises-10m-series-a/,"Thu, 21 Jan 2016 14:27:24 +0000","Israel-based TravelersBox, which provides a solution to the pesky foreign currency left in your pocket after a holiday or business trip, announced today that it has closed a US$10 million series A round led by Arbor Ventures. Existing investors including Pitango Venture Capital, IPE Ventures, Pereg Ventures, iAngels, and Global Blue also participated. The startup […]",fund
2015 Year in Review Infographic,https://www.iangels.com/2016/01/israeli-tech-in-2015/,"Fri, 15 Jan 2016 09:19:45 +0000",The post ,other
5 of the Most Important Things When Founding a Startup,https://www.iangels.com/2016/01/5-of-the-most-important-things-when-founding-a-startup/,"Mon, 11 Jan 2016 08:15:53 +0000","This article was written by Tomer Zussman, Co-Founder and CEO at TravelersBox, that allows travelers to convert leftover foreign currency at the end of their trip into usable digital currency (PayPal, iTunes, Skype, Pre Paid Visa, etc) through easy to use airport based kiosks. Establishing a startup is tough and challenging, but there are a […]",other
What To Know Before Co-Investing,https://www.iangels.com/2016/01/what-to-know-before-co-investing/,"Sun, 10 Jan 2016 07:21:16 +0000","One of my investors candidly asked me recently, “Shelly, if I have an opportunity to invest with people I’ve just met, how do I avoid getting screwed over?” This is a good question; for most investors interested in startups, co-investing is the de facto way to invest. Just like you scrutinize the entrepreneur, the technology and the […]",fund
Crowdfunding in the Context of Portfolio Management,https://www.iangels.com/2016/01/crowdfunding-in-the-context-of-portfolio-management/,"Thu, 07 Jan 2016 13:22:49 +0000","iAngels’ Founding Partner, Shelly Hod Moyal, recently published a white paper that explains how crowdfunding fits into the context of portfolio management.  Below is the introduction of the piece.  You can download the full version here   With interest rates at zero and the introduction of crowdfunding-based financial innovations, investors are seeking both alpha and diversification […]",fund
Mobile Technology Predictions For The App Economy In 2016,https://www.iangels.com/2016/01/mobile-technology-predictions-for-the-app-economy-in-2016/,"Thu, 07 Jan 2016 10:00:42 +0000","What will be the dominant trends of the mobile app industry in 2016? Forbes spoke to Matan Talmi, Founder and CEO of iAngels’ portfolio company Drippler,  and other CEO’s to hear their thoughts. Matan Talmi, CEO and co-founder of Drippler Drippler’s discovery app inspires people to make the most of their tech and apps, by […]",other
New AVG Tool Inspired By Recent Acquisition of MyRoll,https://www.iangels.com/2016/01/1178/,"Tue, 05 Jan 2016 14:09:33 +0000","We’ve all been there, taking loads of pictures on our smartphones, but always running out of space. Must be all those selfies. There are services like Google Photos which can backup your photos, but your photos are still located on your device and thus using storage on your device. But not anymore. AVG has their […]",other
iAngels Expands Investment Opportunities with NFX Guild Partnership,https://www.iangels.com/2015/12/iangels-expands-investment-opportunities-with-nfx-guild-partnership/,"Thu, 24 Dec 2015 13:18:05 +0000","Among the new accelerator programs launching in 2015 in Silicon Valley was NFX Guild. Focused on marketplace and digital network startups, NFX Guild was founded by James Currier and Stan Chudnovsky who had previously worked together and invested in startups through their Ooga Labs venture. Also part of the founding team with NFX is Israeli […]",fund
iAngels Partners With NFX Guild to Fund Top Startups,https://www.iangels.com/2015/12/iangels-partners-with-nfx-guild-to-fund-top-startups/,"Thu, 17 Dec 2015 22:13:20 +0000","iAngels, the angel investing network that grants private investors access to exclusive early-stage Israeli technology companies alongside leading angels and venture funds, announced today that it will invest in NFX Guild’s Winter 2016 class of handpicked companies.  With this announcement, iAngels’ investment community members can each participate by investing a minimum of $50,000 into this […]",fund
Clever New networking App Puts Experts At Your Fingertips,https://www.iangels.com/2015/12/clever-new-networking-app-puts-experts-at-your-fingertips/,"Sun, 13 Dec 2015 12:40:46 +0000","Professional networking is hard – and it can be time consuming. From LinkedIn to Quora to Twitter, there are many ways to connect with others, but how do you make those connections meaningful? And more important, how can you ensure that you’re not lost in the pile? Now there is Silo, a mobile-first app that […]",other
Applitools Presents at Google Conference,https://www.iangels.com/2015/12/applitools-presents-at-google-conference/,"Wed, 09 Dec 2015 13:00:56 +0000","Adam Carmi, Founder and VP of R&D of iAngels’ portfolio company, Applitools, was recently invited to present the company at Google’s test automation conference!   Click here to watch the presentation",other
Backed Raises $1.5M To Tackle Credit By Letting Sponsors Vouch For Thin-File Borrowers,https://www.iangels.com/2015/12/backed-raises-1-5m-to-tackle-credit-by-letting-sponsors-vouch-for-thin-file-borrowers/,"Tue, 08 Dec 2015 17:08:01 +0000","New lending companies are now a dime a dozen in the U.S. with a startup launching seemingly every week to tackle some problem associated with the industry. And while millennials seem to have taken the advice from Shakespeare that no one should borrow or lend money, startups still want to give them a taste of […]",other
TravelersBox named top startup in 2015 by TechInAsia,https://www.iangels.com/2015/12/travelersbox-named-top-startup-in-2015-by-techinasia/,"Mon, 07 Dec 2015 16:46:03 +0000","Congratulations to iAngels’ portfolio company, Travelersbox on being named one of the top 10 startups of 2015 by TechInAsia.com! Click here for the full article",other
"Startups, investors & how to decide who owns what: 5 steps to master your cap table",https://www.iangels.com/2015/12/startups-investors-how-to-decide-who-owns-what-5-steps-to-master-your-cap-table/,"Thu, 03 Dec 2015 12:30:28 +0000","When accepting an investment, entrepreneurs must consider not only how far and how fast they can drive their business with the committed capital, but also how the capital structure of the company will look the day after. Ownership provides its founders with an inventive to push the company forward and ensure there isn’t a strong […]",fund
How Australia can create startup culture as successful as Israel’s,https://www.iangels.com/2015/11/how-australia-can-create-startup-culture-as-successful-as-israels/,"Mon, 30 Nov 2015 19:39:26 +0000","There are things Australia can learn from Israel’s startup scene, according to the assistant minister for innovation Wyatt Roy. Roy recently toured Israel with a group of Australian entrepreneurs. Hoping to learn something from a startup scene that is growing 26% year-on-year and employs 20,000. In a country with just 8.4 million people, there are […]",other
Finding The Treasure – An Interview with Mor Assia and Shelly Hod Moyal,https://www.iangels.com/2015/11/finding-the-treasure-an-interview-with-mor-assia-and-shelly-hod-moyal/,"Sun, 29 Nov 2015 15:27:56 +0000","If you are anything like me, then you probably assumed that Silicon Valley is the world mecca for early stage start-ups and investment opportunities. If you assumed this, you’d be wrong. In fact, the true world center for startups is Israel. This small country has produced the highest number of tech startups per capita and […]",fund
Nanorep: Delivering Personal Guidance Solutions,https://www.iangels.com/2015/11/nanorep-delivering-personal-guidance-solutions/,"Sat, 28 Nov 2015 08:16:34 +0000",Nanorep featured on CIO Review. Click here for the full article,other
"TravelersBox Converts Leftover Foreign Change Into Gift Cards, PayPal Funds",https://www.iangels.com/2015/11/travelersbox-converts-leftover-foreign-change-into-gift-cards-paypal-funds/,"Thu, 26 Nov 2015 13:18:20 +0000","On average, 8 million people fly around the world every day, and during the holiday peak season which starts on Thanksgiving, the daily number is even higher. When traveling internationally, business travelers and tourists alike are often left with coins of euros, dollars and other currencies they don’t need anymore. But the small change they’re left with after every trip […]",other
Thorney Gives iAngels Wings,https://www.iangels.com/2015/11/thorney-gives-iangels-wings/,"Tue, 24 Nov 2015 09:47:22 +0000","Alex Waislitz’s Thorney Investment Group plans to invest up to $15 million in a strategic alliance with Israeli early-stage technology investment platform iAngels, which is backed by a host of international high net worth players including Russian billionaire Roman Abramovich. iAngels is an investment platform that sources investment ­opportunities focused on elite ­Israeli start-ups and […]",fund
Why Wall Street talent is moving to Silicon Valley,https://www.iangels.com/2015/11/why-wall-street-talent-is-moving-to-silicon-valley/,"Sun, 22 Nov 2015 13:53:19 +0000","Less than a decade ago, top talent was flocking to Wall Street — not just for the high salaries and lucrative bonuses, but also for the opportunity to work in a dynamic and fast-growing environment. But now the tech industry, with its double digit growth, is setting a new standard on what the ultimate dream […]",other
Israeli Company Creates Opportunities to Invest in High-Tech Startups,https://www.iangels.com/2015/11/israeli-company-creates-opportunities-to-invest-in-high-tech-startups/,"Thu, 19 Nov 2015 07:41:54 +0000","For financial investors outside Israel, iAngels screens for the best Israeli start-up opportunities so they don’t have to. “Today we see 85 deals a month and, of these deals, we usually invest in only one,” said Shelly Hod Moyal, one of the founders of the Israeli investment company. “We’re very selective.” The Tel Aviv-based Hod […]",fund
iAngels Records Second Exit,https://www.iangels.com/2015/11/iangels-records-second-exit/,"Sun, 15 Nov 2015 07:51:27 +0000","Just a couple of months after announcing Big Blue Parrot as its first investment exit, Israel-based co-investment crowdfunding platform iAngels, revealed on Thursday that portfolio company Flayvr, operating as My Roll, was acquired by security software giant AVG Technologies NV (NYSE:AVG). Details of the transaction were not released. iAngels is an equity crowdfunding site that always pairs accredited investors with “top performing […]",Merge & Aquistion
What To Look For in Entreprenuers,https://www.iangels.com/2015/11/what-to-look-for-in-entreprenuers/,"Sun, 08 Nov 2015 08:34:44 +0000","Recently, iAngels’ Founding Partners, Shelly Hod Moyal and Mor Assia, hosted a webinar for our investor community.  The topic of the webinar was: “What Investors Should Look For in Entrepreneurs”. The following is a rundown of the key points highlighted during the talk, and you can find a video summary of the webinar below. The […]",fund
How Israel contributed to the major storage industry consolidation,https://www.iangels.com/2015/10/how-israel-contributed-to-the-major-storage-industry-consolidation/,"Thu, 29 Oct 2015 22:25:04 +0000","October saw two major acquisitions that rocked the storage industry worldwide. Dell acquired EMC for $67 billion, the largest tech merger in history, and last week, Western Digital bought SanDisk for $19 billion. As the global giants are enjoying an increase in share value, we cannot overlook the major contribution Israeli innovation and technology has had in […]",Merge & Aquistion
iAngels Becomes First Equity Crowdfunding Platform to Create Early Liquidity for Employee Stock Options,https://www.iangels.com/2015/10/iangels-becomes-first-equity-crowdfunding-platform-to-create-early-liquidity-for-employee-stock-options/,"Wed, 28 Oct 2015 22:25:41 +0000","We are happy to announce our most recent offering: secondary sales, and are proud to be the first crowdfunding platform to offer such opportunities. Providing liquidity for employee owned shares will give our investor community the unique opportunity to invest in later stage startups while simultaneously allowing us to help solve an issue in the […]",fund
Drippler named as top app to help improve productivity,https://www.iangels.com/2015/10/drippler-named-as-top-app-to-help-improve-productivity/,"Sat, 17 Oct 2015 08:51:03 +0000","Chances are, you probably haven’t fully tapped into all your phone’s features. Drippler provides Android- and Apple-specific versions that run down notable features, recent updates, and provide how-to articles that you can use to really get into the nitty-gritty of that handheld computer that’s always in your pocket See the full list of productivity improving apps here",other
Can An App Help Prevent Heart Attacks?,https://www.iangels.com/2015/10/can-an-app-help-prevent-heart-attacks/,"Tue, 13 Oct 2015 10:07:21 +0000","Earlier this year, Tel Aviv and Silicon Valley-based startup Hello Heart launched a free iPhone, Apple Watch and Android phone app designed to help 100 million Americans suffering from heart disease, high blood pressure and other chronic illnesses more effectively manage their conditions. The app integrates measurement and test results to help patients make sense […]",other
"Interview with Drippler VP Sales and Business Development, Jonathan Chizick",https://www.iangels.com/2015/09/interview-with-drippler-vp-sales-and-business-development-jonathan-chizick/,"Sat, 26 Sep 2015 12:23:40 +0000","Q: Tell me what about Drippler convinced you they are one of the startups in Silicon Valley that will make it and be worth your time. Also, how does Drippler meet your personal sense of “purpose”? A: Drippler has a great product and a clear sense of purpose itself. Our founders have a vision for helping ordinary […]",other
5 Tools That Will Personalize Our Ecommerce Experience,https://www.iangels.com/2015/09/5-tools-that-will-personalize-our-ecommerce-experience/,"Wed, 23 Sep 2015 12:00:26 +0000","Despite the convenience of ecommerce, the industry is not exactly renowned for its excitement. More or less, ecommerce generally serves as a means to an end: your customers need a product, they search for it online, and purchase it because its the least expensive or most viable option. If a competing site has better products, […]",other
Should You Invest in Alternative Alternatives?,https://www.iangels.com/2015/09/should-you-invest-in-alternative-alternatives/,"Mon, 21 Sep 2015 14:16:06 +0000","With interest rates at zero and the introduction of crowdfunding-based financial innovations, investors are seeking both alpha and diversification in alternative assets: start-ups, consumer loans, private equity, and real estate projects. While investors have deployed capital into venture capital and private equity funds, credit funds, and REITs for quite some time, “alternative alternatives” or “A2”, represent the possibility […]",fund
Equity Crowdfunding Platform iAngels Quickly Records First Exit,https://www.iangels.com/2015/09/equity-crowdfunding-platform-iangels-quickly-records-first-exit/,"Mon, 21 Sep 2015 07:59:36 +0000","iAngels, the only co-investment platform in Israel that enables private investors to gain access to exclusive early-stage opportunities by collaborating with Startup Nation’s leading angels, announced today that portfolio company Big Blue Parrot has been acquired by mobile gaming giant Playtika. The social gaming platform is the first iAngels investment to return capital to its […]",Merge & Aquistion
Israeli startup Hola raises $17 million,https://www.iangels.com/2015/09/israeli-startup-hola-raises-17-million/,"Wed, 16 Sep 2015 13:35:45 +0000","Israeli startup Hola has closed a $17 million Series C round of financing to accelerate its video delivery product. Iris Capital led the round, joined by Hola’s existing investors Li Ka-shing’s Horizon Ventures, DFJ, and others. The company has raised $30 million to date. The latest funding will enable Hola to cut video publishers’ costs […]",fund
Israeli Gaming Giant Playtika acquires Tel Aviv-based Big Blue Parrot,https://www.iangels.com/2015/09/israeli-gaming-giant-playtika-acquires-tel-aviv-based-big-blue-parrot/,"Mon, 07 Sep 2015 13:48:01 +0000","Israel-based Playtika, one of the biggest players in the digital gaming market, is reasserting its dominance with the acquisition of Big Blue Parrot (BBP), a company behind the successful app Poker Friends. The amount was undisclosed, though it is likely not too small a price for Playtika to maintain its marketshare. Co-founder and CEO Robert […]",other
Sharing is Caring: The Rise of Co-working in Israel,https://www.iangels.com/2015/09/sharing-is-caring-the-rise-of-co-working-in-israel/,"Mon, 07 Sep 2015 13:42:15 +0000","The common work space phenomena has taken over Israel. Entrepreneurs have come to realize that instead of working from their basement, they have the ability to work in a vibrant, dynamic and beautiful work setting that will not only foster their ideas but also create invaluable business connections while still affordable. In the tech sector, […]",other
iAngels on the Dealflow.com Blog,https://www.iangels.com/2015/09/iangels-on-the-dealflow-com-blog/,"Wed, 02 Sep 2015 14:02:14 +0000","I got word of all the Citizen.vc activity when I was in Tel Aviv, meeting with Mor Assia, the sharp 33 year old founder of Israel-based iAngels. When our conversation turned to how everyone in the industry wants to see faster — and let’s be honest, more liberal — regulatory action, Mor seemed a lot […]",other
Colabo Hunts Down Your Competitors’ Customers,https://www.iangels.com/2015/08/colabo-hunts-down-your-competitors-customers/,"Sun, 30 Aug 2015 08:44:57 +0000","How would you like to pitch your competitors’ leads and customers? San Mateo, California-based Colabo is now offering that escalation in the marketing arms race. This week, Colabo released competitive lead discovery capabilities for its data aggregation platform, offering what is describes as “predatory lead discovery.” Read the full article here",other
iAngels Meets BBC,https://www.iangels.com/2015/08/iangels-meets-bbc/,"Thu, 27 Aug 2015 12:05:06 +0000","Listen to iAngels founding partner, Mor Assia, speak about iAngels and the Israeli tech scene, on BBC radio’s Business Matters  ",other
"After a Chinese sell-off, is Israel next?",https://www.iangels.com/2015/08/after-a-chinese-sell-off-is-israel-next/,"Wed, 26 Aug 2015 09:29:56 +0000","Since 2011, nearly 80 Israeli companies have raised money from Chinese investors, 30 new Chinese investors have entered Israel, and 11 Israeli venture capital funds have raised Chinese capital. In light of Monday’s accelerated selloff in Chinese stocks, what impact will the faltering Chinese economy have on the Israeli tech industry? Click here for the […]",fund
"WPP Subsidiary, Kantar Media, Invests in BIScience",https://www.iangels.com/2015/07/wpp-subsidiary-kantar-media-invests-in-biscience/,"Wed, 29 Jul 2015 11:04:31 +0000","Kantar Media, the global leader in strategic advertising intelligence, announced today its investment in BIScience, provider of AdClarity, a digital media intelligence platform specializing in cross-channel and global digital media monitoring, planning, and optimization. Kantar Media’s collaboration with BIScience will tap on the daily monitoring and tracking of over 500,000 unique publishers and mobile apps […]",fund
Date Your Way to A Successful Round,https://www.iangels.com/2015/07/date-your-way-to-a-successful-round/,"Wed, 22 Jul 2015 10:20:11 +0000","Since many first-time entrepreneurs might not have fundraising experience but have plenty of dating stories, we felt compelled to share the similarities between raising $2.25M in a week and dating. Dating rule #1:  Put yourself out there Once you’ve decided to raise money, the most important thing is to let the world know. Having sat […]",fund
TravelersBox announced as one of four Niche Companies with big ideas on innovation,https://www.iangels.com/2015/07/travelersbox-announced-as-one-of-four-niche-companies-with-big-ideas-on-innovation/,"Thu, 16 Jul 2015 15:33:37 +0000","When it comes to new ventures, the advice to avoid “diving into a crowded pool” is sound. The problem? It’s not always enough to just recognize a need and create a new product or service that fills a vacuum. Even if you’re operating within a niche, you still need to be innovative. But bringing innovation […]",other
Strategic Asset Allocation: How Much to Put in Startups,https://www.iangels.com/2015/07/strategic-asset-allocation-how-much-to-put-in-startups/,"Fri, 10 Jul 2015 10:35:25 +0000","For decades, retail investors have been persuaded to invest in financial products that both under-perform​ the market and correlate highly with the market. As discussed in Diversification and Startup investing, the ability to now invest in an emerging class of individual startup securities motivates investors to rethink their strategic asset allocations and achieve better outcomes. Naturally, an investor must […]",fund
How Lucrative Israeli Tech Investments Opened Up To Global Investors,https://www.iangels.com/2015/07/how-lucrative-israeli-tech-investments-opened-up-to-global-investors/,"Wed, 08 Jul 2015 10:39:17 +0000","Two women have taken on the task of connecting high-return Israeli tech start-ups with the angel funding they need to take off. It’s been a challenge, despite the track record of such companies. Angel investors are beating out venture capitalists when it comes to Israeli tech companies. Between January 2011 and July 2014, nearly half […]",fund
The making of an Israeli entrepreneur,https://www.iangels.com/2015/06/the-making-of-an-israeli-entrepreneur/,"Tue, 30 Jun 2015 10:40:27 +0000","I’m often asked why I decided to move back to Israel from New York to found iAngels. Growing up in a high tech home, and later marrying into one, I found myself surrounded by talented entrepreneurs – young and ambitious colleagues, peers, and friends who have gone out to change the world by creating a product […]",other
Drippler Scores $4.5M Series A To Deliver Smartphone News And App Recommendations,https://www.iangels.com/2015/06/drippler-scores-4-5m-series-a-to-deliver-smartphone-news-and-app-recommendations/,"Mon, 29 Jun 2015 11:11:08 +0000","Drippler, the iOS and Android app that delivers news about your smartphone and recommends new apps, has raised a $4.5 million Series A round. Backing comes from Titanium Investments, who led the round, along with participation from TMT Investments, iAngels, Reuven Agassi, Yanki Margalit, David Assia, Christian Gaiser and other private investors.   Click here […]",fund
Diversification and Startup Investing,https://www.iangels.com/2015/06/diversification-and-startup-investing/,"Thu, 25 Jun 2015 11:15:37 +0000","The rise of crowdfunding platforms have introduced new private market investment opportunities to private and institutional investors alike. In order to invest in these nascent financial products successfully, diversification, a concept fundamental to responsible investing, is discussed below to refresh basic investing principles and remind investors of the importance of considering each investment in the […]",fund
Crowd-funding platform iAngels targets the next level,https://www.iangels.com/2015/06/crowd-funding-platform-iangels-targets-the-next-level/,"Wed, 17 Jun 2015 11:28:45 +0000","We are happy to announce the appointment of Darya Fuks as portfolio manager. Fuks, a former vice president in J.P. Morgan’s investment bank, will lead iAngels’s deal flow and due diligence activities for future investments, as well as business development efforts for all iAngels portfolio companies. As an investment banker who has worked in both […]",fund
Cart Assist Joins Forces With nanorep to Launch a Self-Service Solution With Major Cost Benefits for UK Retailers,https://www.iangels.com/2015/06/cart-assist-joins-forces-with-nanorep-to-launch-a-self-service-solution-with-major-cost-benefits-for-uk-retailers/,"Wed, 17 Jun 2015 11:20:54 +0000","Nanorep, the leading digital customer assistant, announces strategic partnership with Cart Assist, an award winning UK customer experience support platform. Nanorep’s technology will enable Cart Assist to provide unique real-time support and instant answers to online shoppers via self-service knowledgebase technology – dramatically reducing customer support costs and increasing online conversions. Cart Assist’s clients who […]",other
Automated Sales Company Colabo raises $7 Million,https://www.iangels.com/2015/06/automated-sales-company-colabo-raises-7-million/,"Tue, 09 Jun 2015 11:36:57 +0000","Automated sales engagement platform developer has raised $7 Million in a Series A round of funding from Marker LLC, together with Kaedan Capital and existing investors including Paul Maritz, Raghu Raghuram, Ray Rothrock, The Hive and iAngels. The funds will be used to support its current growth, which currently stands at over 50% month to […]",fund
How iAngels Broke Into A Closed Industry,https://www.iangels.com/2015/05/how-iangels-broke-into-a-closed-industry/,"Wed, 27 May 2015 11:41:18 +0000","Being an entrepreneur, solopreneur, or small business owner is hard enough. Now imagine being a woman launching your company in a male-dominated industry that is completely closed to outsiders. That is exactly what Mor Assia and Shelly Hod Moyal did when they launched iAngels, an equity crowdfunding platform that connects investors with startups in Israel. […]",fund
Investing in Israel: The Story Behind Crowdfunding Platform iAngels,https://www.iangels.com/2015/05/investing-in-israel-the-story-behind-crowdfunding-platform-iangels/,"Tue, 26 May 2015 11:53:53 +0000","We’ve been hearing lots of buzz about more tech hubs popping up beyond the walls of Silicon Valley. For many, starting up elsewhere just makes more sense. It’s certainly more affordable almost anywhere else. And if you’ve got a strong network elsewhere, it’s smart to be closer to the people who can help you grow […]",other
TravelersBox Raises $4.5 Million To Turn Your Change Into Money,https://www.iangels.com/2015/05/travelersbox-raises-4-5-million-to-turn-your-change-into-money/,"Tue, 26 May 2015 11:45:06 +0000","While TravelersBox may sound like a fight club for paunchy, tired business executives who spend months on a plane per year, it’s actually a box that lets you turn your foreign currency – change mostly – into dollars and Euro and then sends the value right to your Paypal, Skype, or Starbucks account. Founded by […]",other
Fund Forward: 8 Exciting Trends in Crowdfunding That Are Coming Sooner Than You Think,https://www.iangels.com/2015/05/fund-forward-8-exciting-trends-in-crowdfunding-that-are-coming-sooner-than-you-think/,"Tue, 19 May 2015 12:03:40 +0000","With a compound annual growth rate of 88% since 2011, crowdfunding, particularly equity crowdfunding, is taking off. The decentralization of finance gives individuals more choice and control as to where they invest their money, and simultaneously offers startups access to new sources of capital. So what does the future of crowdfunding hold for us?   […]",fund
Israeli Crowdfunding Platform iAngels Brings Forth Blessings of Biblical Prophecy,https://www.iangels.com/2015/05/israeli-crowdfunding-platform-iangels-brings-forth-blessings-of-biblical-prophecy/,"Tue, 12 May 2015 12:14:29 +0000","Equity crowdfunding platform, iAngels, has come up with a way to give global investors access to investing within the Startup Nation. By partnering with lead angel investors and technology startups in a variety of fields in Israel and promoting them to top tier investors across the globe, iAngels gives accredited investors the opportunity to become […]",fund
Silo named one of 10 Israeli startups on the rise,https://www.iangels.com/2015/05/silo-named-one-of-10-israeli-startups-on-the-rise/,"Tue, 05 May 2015 15:21:43 +0000","… It is a Web platform for people looking to help out on the one hand, and tap into their graph for a little help, on the other. Sounds pretty simplistic, right? People are loving Silo and from what I can tell, this company has managed to scale good deeds. It doesn’t get much better […]",other
HelloHeart named top health app on Apple Watch,https://www.iangels.com/2015/04/helloheart-named-top-health-app-on-apple-watch/,"Fri, 24 Apr 2015 15:23:39 +0000","The Apple Watch, Apple’s first step into the world of wearables, starts shipping to consumers today. The Watch marks an interesting time in the wearable fitness space, in particular. Health and fitness trackers like Jawbone Up and Fitbit have dominated much of that space in the last few years. According to NDP, these wearable fitness […]",other
TravelersBox converts Foreign Coins into Digital Currency,https://www.iangels.com/2015/04/travelersbox-converts-foreign-coins-into-digital-currency/,"Thu, 16 Apr 2015 15:30:29 +0000","Three Israeli thirty-somethings – Tomer Zussman, Idan Deshe and Dror Blumenthal – founded TravelersBox at the end of 2012, a brilliant solution for converting those foreign coins that get left around the house after an overseas trip back into hard cash. They have developed an ATM-lookalike machine into which the foreign coins can be inserted and converted […]",other
Meet The Angels – Gigi Levy Weiss,https://www.iangels.com/2015/04/meet-the-angels-gigi-levy-weiss/,"Tue, 14 Apr 2015 10:53:21 +0000","When speaking about successful Israeli angel investors, one of the first names that is mentioned is Gigi Levy-Weiss.  Gigi served as a pilot in the IDF and was the CEO of 888 Holdings, one of the world’s most popular online gaming entertainment and solutions providers, until 2011.  iAngels chose Gigi as a lead investor because […]",fund
Despondent Roman Abramovich Returns to Israel for Another investment,https://www.iangels.com/2015/04/despondent-roman-abramovich-returns-to-israel-for-another-investment/,"Wed, 01 Apr 2015 14:24:23 +0000","Russian Jewish billionaire and Chelsea FC owner Roman Abramovich has been visiting Israel this week, Channel 2 News reported. Abramovich’s visit coincides with his announcement a $2.25 million investment in Israeli start-up iAngels, through his company Millhouse Capital. Click here for the full article",fund
12 Essential iOS Widgets For a More Functional Notification Center,https://www.iangels.com/2015/03/12-essential-ios-widgets-for-a-more-functional-notification-center/,"Tue, 31 Mar 2015 15:25:27 +0000","A few weeks ago we rounded up some eye-catching widgets for your Android device so it’s only fair that we spend some time looking at a selection for iOS too, even if widgets aren’t quite the same thing on both platforms. All of these apps will add functionality and flexibility and to the Notification Center […]",other
An Analytical And Angelic Approach To Marketing A Brand,https://www.iangels.com/2015/03/an-analytical-and-angelic-approach-to-marketing-a-brand/,"Tue, 24 Mar 2015 14:35:43 +0000",… The company is called iAngels and was founded in 2013 by Mor Assia and Shelly Hod Moyal. The new equity crowdfunding platform enables private investors to to co-invest with top performing angels. iAngels announced today that it has raised a $2.25 million Seed Round led by. Click here for the full article,fund
Roman Abramovich leads investment in Israel’s iAngels,https://www.iangels.com/2015/03/roman-abramovich-leads-investment-in-israels-iangels/,"Tue, 24 Mar 2015 14:32:34 +0000","iAngels has developed a model for investment of small amounts in start-ups, based on experienced investors. Russian billionaire and Chelsea FC owner Roman Abramovich continues to invest in Israeli start-ups: through Millhouse Capital, his investment company, he has led a $2.25 million investment in iAngels, a company started by entrepreneurs Mor Assia and Shelly Hod-Moyal. […]",fund
"Wall Street investors back iAngels, an Israeli startup crowdfunding platform",https://www.iangels.com/2015/03/wall-street-investors-back-iangels-an-israeli-startup-crowdfunding-platform/,"Tue, 24 Mar 2015 14:30:03 +0000","Last May, I told you about iAngels, an equity crowdfunding concept that aims to connect the Israeli startup community with wealthy early-stage startup investors from the rest of the world. Since then, the platform has helped 14 companies raise money. Today, iAngels itself becomes the 15th company to use the platform, announcing a $2.25 million […]",fund
24me Featured As One of the Favorite Mobile Apps Coming to the Apple Watch,https://www.iangels.com/2015/03/24me-featured-as-one-of-the-favorite-mobile-apps-coming-to-the-apple-watch/,"Mon, 09 Mar 2015 15:32:18 +0000","In preparation for Apple’s first wearable device, mobile developers have been busy creating all kinds of applications designed especially for the Apple Watch’s small screen. The watch, which is said by early testers to be so usable that they found they were no longer pulling out their iPhone as often, allows you to interact with […]",other
